text;sentiment
philips'in gc2995 30 modeliyle arasında kalmıştım yeni ürün olması yemde tabanının iyileştirilmiş olması nedeniyle dst5010 10 modelini tercih ettim i̇ndirimdeyken almıştım önceki ütünüz üst segmentte ütü ütü ilk başta hayal kırıklığı yaratabilir fiyatına göre performansı makul diyebilirim hafif ütü eli yormuyor su haznesi yeterli sürekli takviye yapmanız gerekmiyor su akıtma problemi karşılaşmadım eşyaların üzerine yapışma yada yakma parlama problemde olmadı sürekli buhar gücü tık tık ütü yaparken arka arkaya şok buhar vermek zorunda kalıyorsunuz otomatik sürekli şok buhar ayarı gözüküyor türlü yapamadım yada özelliği yok kendim manuel düğmeye basarak şok buhar verdim sayede ütüleme süresi kısalıyor kırışıklıklar hızlı çözülüyor kullanma kılavuzu kağıt parçası koymuşlar sadece görseller açıklama yazmıyor günün sonunda fiyat performans açısından sınıftan geçer not alıyor kullandıkça ütüye alışmaya başlıyorsunuz otomatik şok buhar verme özelliği gözüküyor türlü yapamadım sürekli buhar gücünün olması dışında eksi özelliği yok diyebilirim bekarsanız yada çekirdek aile iseniz ütü yeterli gelecektir kalabalık aile iseniz üst segmentte sürekli buhar gücü yüksek olan otomatik şok buhar veren ütüye bakmanızı tavsiye ederim;16.0
ütüyü yorumları okuyarak aldım iyilide almışım inatçı kırışıkları güzel şekil düzleştiriyor buhar gücü ütünün uç kısmının üçgen şekilde gelmesi utulenmesi gereken ufak tefek yerleri rahat utulemeyi sağlıyor ütünün ağırlığı çok ağır yazmışlar gayet normal ağırlığı aşırı ağır ütü çokta memnun kaldım iyisi almışım diyorum kesinlikle tavsiye ederim;4.0
ürünü hediye olarak aldım dedikleri 1 günde elimdeydi 24 saat olmadan teslim edildi şuan herhangi problemi yok normal kutusunun dışında ekstra kutuya konulmuştu korunaklı şekilde paketlenmişti;-3.0
hergün ulu yapmasamda perdeleri güzel utuluyor buhar basin'cik vs için yeterli oldu tekstille gün herşeyi utuleyen kişiler için ideali bilmiyorum 4 kişilik ailenin gunn'luk kıyafetleri için gayet yeterli oldu;4.0
piyasaya göre fiyatı çok iyi gelir gelmez denedim açması çok ideal uğraştırmıyor kol yormuyor sürekli ütü kullanıyorsanız bilemem çok lazım olmuyor evde dursun aldım ece modunda birkaç kat geçmek gerekiyor buhar moduna aldığımda baya iyi philips kalitesi belli;5.0
24 saat içersinde teslim edildi diyebilirim hızlı kargo özenli paketleme ürün harika kalitede;3.0
kesinlikle yeterli bence pahalılarına gerek yok;0.0
hemen kargolandı kullanıp yorumumu güncelleyeceğim;-1.0
beğendim;
başarılı güzel fiyata inanılmaz;3.0
tavsiye ederim güzel;2.0
hafif güzel zemin çok yumuşak kaygan;4.0
i̇lk calista'da garip calais'ti düzeldi sorun devam ederse servise;-1.0
kalitesi tartışılmaz;-1.0
ürün güzel kullanışlı;3.0
başarılı güzel fiyata inanılmaz;3.0
çok kullanışlı hafif su akıtmıyor çok memnun kaldım;4.0
hemen kargolandı kullanıp yorumumu güncelleyeceğim;-1.0
bekar erkek işin fazlasıyla başarılı;2.0
çok memnunum;1.0
anneme almıştım memnun kaldı;1.0
süper hafif güzel utuluyor yormadan;1.0
fiyat performans başarılı ürün;4.0
hızlı teslimat herhangi sıkıntı yok teşekkürler;-2.0
güzel ürün;2.0
uygun iyi aldı güzel;3.0
paketlemeyi beğenmedim ürün elime hasarsız ulaştı içine biraz su koydum denedim gayet güzeldi ütünün tabanı çokkk güzel ağır ütü tam göre ağır olması kötü bence ütü yaparken sürü ütü birikiyorsa bilekler yoruluyor süre çok güzel teşekkürler philips;4.0
fiyat performans ürünü sürekli ütü yapmayı sevmem ihtiyaç halinde iş görecektir philips kalitesi malum çok güzel paketlemesi iyiydi günde ulaştı teşekkürler;7.0
öncelikle kargo çok hızlı geldi sorun yoktu ütü fiyatına göre çok iyi kaliteli fiyata alınacak iyi ütü buhar özelliği gayet iyi su akıtmıyor ayrıca çok hafif tabanı kaliteli kesinlikle tavsiye ederim;15.0
kesinlikle çok güzel utuluyor kullanmaya basladim sıkıntı yaşamadım kirisiklari çok güzel açıyor ütülenecekleri biriktirip yapanlar biraz kol yorabilir utulerle kiyaslayjnca fiyatına göre çok çok iyi ütü;5.0
ütü kullandım farklı markalardan iyisi kesinlikle tam kere aldık anneler günü hediyesi olarak hepimiz memnuniyetle kullanıyoruz kumaşı tutmuyor kolunuzu yormadan ütüleme yapmanızı sağlıyor;4.0
öncelikle kargo çok hızlı geldi sorun yoktu ütü fiyatına göre çok iyi kaliteli fiyata alınacak iyi ütü buhar özelliği gayet iyi su akıtmıyor ayrıca çok hafif tabanı kaliteli kesinlikle tavsiye ederim;15.0
kere ütü yaptım plastik kokusu çıktı iş ilk kullanımla alakalıdır güzel zahmetsiz ütüledi;4.0
satıcıya teşekkürler hemen geldi günlük hafif ütü arıyorsanız tavsiye ediyorum memnun kaldım;3.0
çeyizime aldım denemek zorlu bu gömleğimi ütüledim güzeldi fiyat performans ürünü elime çok hızlı bu şekilde ulaştı;2.0
annem hafif bu ütü pratik kullanım kolaylığı sağlıyor buramaya satıcıya teşekkür ediyorum;-1.0
çok beğendim tavsiye ederim;2.0
çeyizim aldım hoş duruyor :);1.0
aşırı güzel hiçbir şekilde çizilme kusur yoktur paketleme gayet güzeldi satıcıya çok teşekkürlerimi sunuyorum ütü baya iyi tuşları çok güzel su akıtma yapmıyor derece ayarlama plazmasında çok güzel çok araştırdım ütü alırken marka alsam iyi olur tereddüt ederek aldım aldığıma verdiğim paraya değdi indirimden aldım çeyizime aldım herşeyini çok beğendim düşünmenize gerek yok philips diyorum başka demiyorum alın aldırın;6.0
aşırı güzel hiçbir şekilde çizilme kusur yoktur paketleme gayet güzeldi satıcıya çok teşekkürlerimi sunuyorum ütü baya iyi tuşları çok güzel su akıtma yapmıyor derece ayarlama plazmasında çok güzel çok araştırdım ütü alırken marka alsam iyi olur tereddüt ederek aldım aldığıma verdiğim paraya değdi indirimden aldım çeyizime aldım herşeyini çok beğendim düşünmenize gerek yok philips diyorum başka demiyorum alın aldırın;6.0
i̇yi olumsuz yorumları okuyup almaktan vazgeç emilim abur serisini kullanıyordum boşuna eziyet çekmişim ütü hafif yemde mükemmel kırışıklık açıyor 10numara yıldız tereddütsüz alın su akıtan diyenlere ısınmadan çok buharı açmayın genel bilgidir;-1.0
gönül rahatlığıyla alabilirsiniz çeyizime aldım uygun fiyatlı istiyorsanız alın çok hafif buhar gücü yüksek;3.0
eşim çok beğendi konularda hassastır tam fiyat performans ürünü buhar çok fazla su tüketiyormuş dışında ilk izlenimler çok başarılı kargolanma süreside paketlemede güzel;11.0
öncelikle kargo çok hızlı geldi sorun yoktu ütü fiyatına göre çok iyi kaliteli fiyata alınacak iyi ütü buhar özelliği gayet iyi su akıtmıyor ayrıca çok hafif tabanı kaliteli kesinlikle tavsiye ederim;15.0
ütü kullandım farklı markalardan iyisi kesinlikle tam kere aldık anneler günü hediyesi olarak hepimiz memnuniyetle kullanıyoruz kumaşı tutmuyor kolunuzu yormadan ütüleme yapmanızı sağlıyor;4.0
fiyat personmans ürünü öbür ütüler fiyata olmada şikayetçi ütü çok yıldız aldığı almak zorunda kaldım lakin memnunuz fırsatçılar yok olur olmaz;0.0
kesinlikle çok güzel utuluyor kullanmaya basladim sıkıntı yaşamadım kirisiklari çok güzel açıyor ütülenecekleri biriktirip yapanlar biraz kol yorabilir utulerle kiyaslayjnca fiyatına göre çok çok iyi ütü;5.0
fiyatına göre çok çok iyi ütü rahatlıkla kayıyor hızlı ısınıyor buhar püskürtmesi çok güçlü iddiada hafif kullanışlı;8.0
fiyatına göre çok çok iyi ütü rahatlıkla kayıyor hızlı ısınıyor buhar püskürtmesi çok güçlü iddiada hafif kullanışlı;8.0
ütüm ütüm :) fiyatına göre değerlendirme yapmak gerekirse mükemmel tek geçişte kırışıklık açtığını söyleyemem çok güçlü su damlatmıyor çok pratik kullanım kolaylığı ütüleyen değilseniz fazlasına ihtiyacınız yok;2.0
başka model philips ütü kullanıyorum ürün kaliteli memnunuz;3.0
tefal buharlı pro ısınması 2/3 de sürüyor tek parça kolay ütü aldık parasına göre iyi buhar basıncı kırışıkları %85 açıyor parasına göre iyi;3.0
phil'in ucuz ütüsü böyleyse diğerlerini dusunemiyom şimdiye eziyet çekmişim ütü yaparken;-1.0
valla ütüm bozulmuştu tefal'dı eski marka philip candır ya hafifi ya kayıyor yemde ucuz;-5.0
ürünüm elime ulaştı ilgi alakanız çok teşekkür ederim çok memnun kaldım;4.0
ürün güzel ilk kullanımda damlama yaptı sonrasında problem olmadı bence 5 yıldızlık ürün kargoda problem yaşamadım kutular yırtık ezik geliyor olmadı;1.0
i̇lkini anneme aldım ikinciyi kızkardeşime çok güzel fiyat performans ürünü;4.0
hafif ürün buhar kapasitesi iyi beğendim yeter kat para vermeye gerek yok bence;-2.0
gerçekten kaliteli kullanışlı ütü;4.0
ürün görüntü olarak çok güzel çok aşırı hızlı kargolandı dün hissettim bugün elimdeydi kullanıma hakkında yorum yapamayacağım çeyizim aldım kullanmadım yalnız garanti belgesi kutunun üstünde asılı garanti süresi başlatılmış şekilde yollanıyor açıklama eklememişler satıcı soru kabul etmiyor;6.0
hafif çok güzel beğendim;1.0
ütü denilince marka olarak philips tek geçerim ürünü bilerek aldım anne hediyesi olarak bende çok memnunuz buhar süresi sıcaklık kırışıklık açma soğuma tasarım kullanım ömrü herşey çok güzel;8.0
kaliteli gayet iyi ütü memnun kaldımteşekkürler;5.0
çeyiz alındı 2. kez aldım çok güzel kullanışlı philip kalitesi bilen bilir;6.0
şalım zor ütüleniyor üzerinden kere geçince çok iyi oldu çok tereddütlerim vardı epey araştırdım memnunum i̇lk başta çok fazla su akıttı korktum akmadı i̇lk seferde akıyormuş yüzden sorun etmedim performans olarak başarılı buldum;8.0
7-8 yıl annem azur serisinden almıştı memnun değildik çok para vermek istemediğim aldım pişman olur muyum bilmiyorum çeyize kaldırıyorum bu çalışıyor denedim fena çok zorlu kırışıkları açmıyor maalesef hafif kıyafetleri şalları ütülemek ideal;-6.0
biraz ağır geldi kullanmadım umarım memnun kalırım hızlı teslimat oldu teşekkürler;2.0
harika tavsiye ediyorum çok hafif kullanışlı;3.0
çok beğendim performansını sorunsuz sağlam şekilde ulaştı kesinlikle tavsiye;3.0
gayet başarılı;2.0
alır almaz hemen heyecanla gömlek ütüledim meğer ütü yaparken eziyet çekiyormuşum hafif resmen yağ kayıyor kırışıkları çok güzel açtı 2 mi kablosu rencide sade şık pahalı ütüye hacet yok dikey buhar çıkıyor su püskürtme süper tavsiye ediyorum;-1.0
philips kalitesi anlatmaya gerek yok tavsiye ederim alacaklara;-1.0
ürün gayet iyi tavsiye ediyorum;4.0
güzel ürün paketleme güzel tavsiye ederim;4.0
fiyatına göre gayet güzel kullanışlı ütü kırışıkları çok iyi açıyor i̇lk kullanımda su akıtıyor normale dönüyor gönül rahatlığıyla alabilirsiniz;5.0
gayet memnunum philips kalitesi belli oluyor;2.0
fiyatına göre alınabilecek güzel ütü tabanı harika ısınması çok hızlı buhar gücü yüksek fazlasına ev gerek yok;4.0
philip farkı belli oluyor çok çok kaliteli parasını sonuna hakediyor ayrıca 24 saat geçmeden teslim edildi çok teşekkür ederim;3.0
fiyatı uygun aldım ütü süper çıktı tık ağır resmen kayıyor kumaşın üzerinde burnunun sivriliği gömlek düğmeleri çok ideal ütümüzün bozulmasıyla yeni ütü alma arasında 1 hafta vardı arada çamaşırlar fazlasıyla kurudu ütünün muhteşem buharı sayesinde çok rahat açıldı olarak zırt pırt su doldurmak zorunda değilsiniz kere doldurdum 5 pantolon 6 gömlek 6 tişört ütülemeye yetti i̇yi eskisi kırılmış diyorum;0.0
gayet kullanışlı güzel;3.0
çok kaliteli çok güzel bu ürün;4.0
memnun kalacağımı düşünmemiştim arkadaşıma aynısından aldırdım gerçekten mükemmel paketleme kargo hızı olarak iyi tereddüt etmeden alın derim;5.0
gerçekten çok güzel ütü yormuyor kayıp gidiyor ütü yaparken çok iyi paketleme yapılmıştı sorunsuz geldi aldıktan fiyatı hemen arttı 24 saat dolmadan;2.0
yıllar kaliteli onca para verdiğim te al marka ütümden kötü aynı zamanda hafif gayet güzel ütü fiyat performans ürünü beğendim;3.0
muhteşem ürün gönderilmiş;2.0
kullanmadım zarar görmeden elime ulaştı yönden güzel çeyiz alındığı kullandık sadece fişe takıp çalıştığına baktım hemen ısındı philips ütü kalitesi oldukça başarılı bildiğim bu marka;0.0
kullanmadım zarar görmeden elime ulaştı yönden güzel çeyiz alındığı kullandık sadece fişe takıp çalıştığına baktım hemen ısındı philips ütü kalitesi oldukça başarılı bildiğim bu marka;0.0
ürün ilk kullandığınızda su akıtmaya başlıyor yorumlarda geçici olduğunu okudum oldu sadece ilk su koyduğunuzda buhar sistemi açılırken tahmin ediyorum su akıtması oluyor ütüsü sorunsuz fiyat performans ürünü diyebilirim;8.0
ürün gerçekten göründüğü onnumara terettüp etmeden alabilirsiniz;2.0
fiyat performans ürünü ütü ihtiyacı olanlar tereddüt etmeden alabilirler;3.0
fiyat performans ürünü 1 yıl yorum yapıyorum sıkıntı çıkarmadı;1.0
ürün çok güzel;3.0
çok kısa sürede elime ulaştı tavsiye ederim sadece paketleme iyi olabilirdi ütünün kutusunu direk koli içine koymuşlar azından kolinin içine köpük pıt pıt poşet içerisinde iyi olurdu ürünüm sorunsuz şekilde geldi;1.0
deneme fırsatım olmadı çeyizim aldım yorumlar çok olumluydu paketleme çok özenliydi teşekkürler;2.0
öncelikle kargo çok hızlıydı 3 gün elimdeydi kargo güzel paketlenmişti yorumlara bakarak çeyiz aldım;4.0
fiyat performans ürünü işimi çok rahat hallediyor;2.0
ürün söz verilen tarihte elime ulaştı ilk denememde su akıttığını gördüm moralimi bozmadım şansıma arızalı ürün gelmiş dedim iade değişim talebi oluşturdum ertesi gün hepsijet kapımızdan aldılar satıcıya geri gönderdik hemen yenisini kargoları kez sorunsuz çalışıyor satıcıdan Hepsiburada'sın eziyetsiz sisteminden memnunum;-2.0
ürünü kullananlar çok iyi olduğundan bahsediyor ayın 15 inde i̇zmir'de kargoya verilen ütü 3 saatlik çanakkale'de 5 gün geçmesine yazınki gelmedi;2.0
çok memnun kaldım fiyata mükemmel performans kere kırışıklık açıyor ağırlığı güzel hafif ütülerden;2.0
ürünü alalı 2 yıl oldu hala sağlam kullanışlı tek kusuru haznedeki su azalınca buhar püskürtme miktarı azalıyor su haznesini dolu doluya yakın kullanırsanız sorun yok çok pahalı ütülerden farkı yok;2.0
teşekkür ederim hızlı kargo kaliteli ürün alır almaz kullanmaya başladık;4.0
çok güzel ütü paketlenmesi çok güzeldi fiyata alabileceğiniz güzel ütü tereddütsüz alabilirsiniz;7.0
ürün kaliteli;2.0
ürün ürünü pahalı almaya gerek yok;0.0
kesinlikle mükemmel ürün buhar kapasitesi çok iyi rahat şekilde ütü yapmanızı sağlıyor;6.0
i̇htiyacı olan alabilir kullanışlı;1.0
sorunsuz elimize ulasti memnunuz;-1.0
kullanımı kolay;2.0
cumartesi günü sipariş verdim pazartesi sabah teslim edildi markanın ikinci kutusunu kullanıyorum çok memnunum kesinlikle tavsiye ederim 3. kademe ayarında buhar düğmesine bastığımda biraz su akıtıyor 2. kademede kullandım sorun olmadı buhar seviyesi gayet yeterli pamuklu gömlekleri çok güzel utuledi;6.0
çok hızlı geldi philips gerçekten güzel marka ütüsündede tavsiye ederim ütü hafif burhan gücü çok güzel;6.0
dün sipariş verdim bugün sabah kapımdaydı mükemmel hız ürün kutusu evraklarıyla birlikte sorunsuz ulaştı ürünü açıp hemen denedim tişörtün kırışıklığını açmada kendinden pahalı ütülerle eşdeğer i̇lk kullanımda su akıtmada yapmadı zamanla kullandıkça olumsuzluk görürsem yorumumu güncelleyeceğim;5.0
çeyiz hediye aldım philips in kalitesine güvendiğim markayı tercih ettim uzun yıllar kullanılır düşünüyorum gayet büyük hafif;5.0
paketleme güzeldi gizli geldi severek kullaniyorim pratik küçük ütü iyi açıyor kırışıklara tek sorunumuz ütüyü kapattıktan su akıtıyor su birikmiyor bosaltmayi unutursanız yeri ıslatıyor bence duruma çözüm bulunmalı başka marka utulerde yasıyorum sorunu;2.0
ürün fiyatının üstünde performans veriyor annemin piyasada kullanmadığı marka kalmadı steam glide tabanlı modele bayıldı;1.0
paketleme güzeldi gizli geldi severek kullaniyorim pratik küçük ütü iyi açıyor kırışıklara tek sorunumuz ütüyü kapattıktan su akıtıyor su birikmiyor bosaltmayi unutursanız yeri ıslatıyor bence duruma çözüm bulunmalı başka marka utulerde yasıyorum sorunu;2.0
ütü fiyatları kıyaslayınca uygun kaldığı insan bu miktar tereddüt düşüyor aldıktan beri yaklaşık 20 parça kıyafet ütüledim kırışıklıkları gayet iyi açıyor su damlatmıyor buhar gücü gayet iyi fiyat performans diyebilirim;7.0
17 yıllık philips ütümüz ufak kablo soketi harici tamir görmedi anneme verdik aldık çok güzel çok beğendik;-2.0
beğendik güzel markası ortada çok ta yapmaya gerek yok;0.0
ürün anlatıldığı geldi paketleme çok iyi philips kalitesi tartışılmaz;2.0
ürün beklediğim geldi tavsiye ediyorum rahatlıkla alabilirsiniz;4.0
ütüyü beğendim aldıktan 1 hafta yeniden sipariş vereyim dedim 400 il zam gelmiş;0.0
urlden çok memnunum kırışıklıkları gayet güzel açıyor buhar gucuda çok iyi;6.0
24 saat içersinde teslim edildi diyebilirim hızlı kargo özenli paketleme ürün harika kalitede;3.0
